Depmap ID,Expression Public 24Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001022,4.986865972329115,CBAGPN,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001028,0.01435529297707,CHLA06ATRT,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001029,4.290571850852079,CHLA10,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001030,5.607922067261143,CHLA218,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001031,0.1763227726404628,CHLA266,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001032,3.521050736900963,CHLA32,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001033,0.0,CHLA57,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001034,4.927896453728821,CHLA9,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001035,3.680324356844016,CHLA99,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001036,6.031880365587182,CMK115,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001038,4.49761236561836,COGE352,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001041,5.103077946597573,CHL1DM,Melanoma,Skin,Melanoma
ACH-001046,2.8639384504239715,CORL26,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001048,5.1626934322112366,COV504,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001050,0.9411063109464316,CW9019,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001053,0.5945485495503542,D425,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001054,0.2141248053528473,D458,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001057,1.15704371014558,DERL2,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001059,0.8318772411916731,DL,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer
ACH-001060,5.997518234519788,DL40,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001061,3.8629472480209217,DLD1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001064,0.5753123306874368,EB2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001067,1.3045110418099528,F5,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-001068,5.826039958896193,FEPD,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001075,5.053111336459563,NCIH292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001086,4.540399305630624,HELA,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001096,3.035623909730721,JR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001097,4.546585829008101,KARPAS384,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001098,5.420886574975532,KCIMOH1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001099,0.2509615735332187,KD,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer
ACH-001100,4.568032104771279,KHYG1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001106,3.538538163629804,KOPN8,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001109,4.922197848396367,KPMRTRY,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001111,5.540089281982523,L82,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001113,2.1731274334806563,LC1SQSF,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001119,8.848153440493245,MAC2A,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001128,2.353323291162897,MON,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer
ACH-001129,7.46507658077542,MONOMAC1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001132,5.570159301636119,MTA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001134,5.802968651005583,MYLA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001142,5.700994494168267,NHAHTDD,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-001145,1.4854268271702415,OC316,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001147,5.334496768390418,OCILY12,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001148,4.350497247084133,OCILY132,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001150,4.715344295358907,OUMS27,Chondrosarcoma,Bone,Chondrosarcoma
ACH-001151,6.353323291162897,OVCAR5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001163,0.3785116232537298,CCLFPEDS0001T,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001164,4.628773595201645,CCLFPEDS0003T,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-001172,5.525755692829486,U251MGDM,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001183,3.753818443173543,RT11284,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001184,0.2630344058337938,SCMCRM2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001188,0.1890338243900171,SHSY5Y,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001190,3.739848102699328,SKMEL2,Melanoma,Skin,Melanoma
ACH-001192,4.687620632084895,SKNEP1,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001193,5.121015400961366,SKPNDW,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001194,5.3739961421312366,SKRC31,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001196,6.18824265626441,SMSCTR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001197,4.017031080527841,SMZ1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001200,0.0,STM9101,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001201,0.1505596765753814,SUMB002,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001207,6.148527425160464,TIG3TD,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-001209,4.7713574089905615,TOM1,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001210,0.1505596765753814,TTC1240,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001211,1.6870606883398924,TTC549,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer
ACH-001227,0.0565835283663675,UPCISCC090,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001228,0.2387868595871165,UPCISCC152,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001229,4.268284666520996,UPCISCC154,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001232,5.366322214245816,UW228,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001239,5.280585202564472,WM2664,Melanoma,Skin,Melanoma
ACH-001270,1.6507645591169022,127399,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001274,5.74711881638081,SW982,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001275,0.903038270112912,OSA1777,Osteosarcoma,Bone,Osteosarcoma
ACH-001277,0.7311832415722002,YAMATO,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001278,0.3334237337251918,BIN67,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001279,0.2750070474998697,SCCOHT1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001280,1.989139007368233,SCS214,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001283,5.799346387522287,TC106,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001289,0.2868811477881615,COGAR359,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001295,0.2141248053528473,Y79,Retinoblastoma,Eye,Retinoblastoma
ACH-001300,0.4114262457264649,CHLA15,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001301,0.7824085649273732,COGN278,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001302,0.1634987322828795,COGN305,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001303,0.3334237337251918,NB1643,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001306,4.148120631123964,8305C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001307,4.740927560318628,8505C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001310,5.045268215138534,HA1E,Non-Cancerous,Kidney,Non-Cancerous
ACH-001318,2.321928094887362,PLCPRF5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-001321,5.192983169973992,TT,Medullary Thyroid Cancer,Thyroid,Medullary Thyroid Cancer
ACH-001322,1.232660756790275,CME1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001328,4.003602236680195,A431,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001329,4.040015678847879,ANGMCSS,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001332,3.263034405833794,BICR78,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001333,0.0285691521967709,C33A,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001334,4.992768430768924,C4I,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001335,5.666188489872781,C4II,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001336,2.75702324650746,CASKI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001338,0.0565835283663675,CHP134,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001339,4.555202633878297,COLO794,Melanoma,Skin,Melanoma
ACH-001340,4.7489978500981485,COV413A,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001341,4.284662185483165,DOTC24510,Mixed Cervical Carcinoma,Cervix,Mixed Cervical Carcinoma
ACH-001344,2.6205864104518777,GIMEN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001345,3.5147534984397533,GP5D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001346,5.309976492370556,H103,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001347,2.6870606883398924,H157,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001350,3.0250287944915226,HTCC3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001353,6.091911357491912,JOPACA1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001354,0.1243281350022017,LAN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001356,2.715893370547605,MB1,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001360,0.925999418556223,MS751,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001366,0.2387868595871165,NGP,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001367,0.0565835283663675,NMB,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001368,0.1890338243900171,OACM51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001369,4.993674361750585,OCIC5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001370,4.754353071692127,OCIP5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001373,3.04788732939655,OV17R,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001374,0.7398481026993275,PA1,Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor
ACH-001375,3.40735275114004,PACADD119,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001376,5.743353390944915,PACADD135,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001377,0.1763227726404628,PACADD137,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001378,4.7230123963923685,PACADD159,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001379,3.816599706534912,PACADD161,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001380,0.9708536543404837,PACADD165,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001382,5.915759896038,PACADD188,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001384,2.3103401206121505,RO82W1,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001385,0.0840642647884745,RPMI2650,"Head and Neck Carcinoma, Other",Head and Neck,"Head and Neck Carcinoma, Other"
ACH-001386,4.082361969557474,SCLC22H,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001388,0.3334237337251918,SUM102PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001389,1.070389327891398,SUM1315MO2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001390,2.035623909730721,SUM149PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001391,0.8718436485093178,SUM159PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001392,1.752748591407134,SUM185PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001393,2.9164766444377164,SUM190PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001394,3.3088850574117634,SUM229PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001395,0.1763227726404628,SUM44PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001396,1.7782085763980875,SUM52PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001398,3.964398632203184,SW156,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001399,2.5921580021253603,SW626,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001400,3.494415610397496,SW954,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina
ACH-001401,0.3103401206121505,SW13,Adrenocortical Carcinoma,Adrenal Gland,Adrenocortical Carcinoma
ACH-001402,5.352264173258321,SW756,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001403,5.086189313104476,TO14,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001407,4.1651079851445365,UMUC13,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001408,4.676944359106912,UMUC14,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-001409,5.181897643108388,UMUC16,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001410,1.2387868595871168,UMUC4,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001411,2.2203299548795554,UMUC5,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-001412,4.493134922305505,UMUC10,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001413,3.633431210355632,UMUC11,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001414,2.2927817492278457,UMUC6,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001415,3.111031312388744,UMUC7,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001416,0.4646682670034443,UMUC9,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001418,3.4449320489421824,UWB1289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001419,1.7484612330040354,VP229,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001421,2.007195501404204,WERIRB1,Retinoblastoma,Eye,Retinoblastoma
ACH-001422,3.500802053057157,WPE1NA22,Non-Cancerous,Prostate,Non-Cancerous
ACH-001423,3.5185351389821804,CCLFPEDS0002T,Wilms' Tumor,Kidney,Wilms' Tumor
ACH-001427,3.1667154449664223,CCLFPEDS0007T,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001428,4.462052318796433,CCLFPEDS0010T,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001430,5.416501992867417,TC138,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001431,4.625854931368057,TC205,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001433,7.0414401300729725,CCLFPEDS0008T,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001435,4.991861930556323,1156QE8,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001437,0.1634987322828795,1618K,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001438,4.191404728852764,1777NRPMET,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001440,2.035623909730721,833KE,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001441,4.6865005271832185,921,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001442,3.93451650158608,A388,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001443,3.2448870591235344,ASH3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001445,2.980025300238734,BICR3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001447,0.2868811477881615,BJAB,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001449,0.0285691521967709,BL2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001450,0.0,BLUE1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001451,6.04788732939655,BOKU,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001453,5.459759466619821,BPH1,Non-Cancerous,Prostate,Non-Cancerous
ACH-001454,6.193377510564362,C10,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001456,3.849999259466098,C125PM,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001458,0.070389327891398,C75,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001459,1.622930350920177,C80,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001460,2.3868109464722167,C84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001461,4.040892430646901,C99,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001465,0.7907720378619999,CHLA136,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001481,4.490570130446201,CHLA90,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001484,3.8135246892978105,CI,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001485,3.513490745588118,CII,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001489,0.070389327891398,CORL32,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001492,3.970853654340484,DOGKIT,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001493,0.1890338243900171,DOGUM,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001494,4.710944154575872,EGI1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001495,2.811471030529836,EMTOKA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001496,3.439623137557117,ESO26,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001497,4.57106999816771,ESO51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001498,0.0285691521967709,FARAGE,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001500,3.4449320489421824,FLO1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001502,0.963474123974886,GCT27,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001503,0.0,GUMBUS,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001508,2.794935662803536,H314,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001509,3.270528942380718,H357,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001510,1.3448284969974411,H376,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001511,4.235727059838059,H413,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001513,1.4905701304462011,HCA1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001515,4.538538163629804,HCS2,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001516,0.2016338611696504,HCSC1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001517,2.488000770834068,HEC1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001518,0.7136958148433591,HEC116,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001519,1.1176950426697545,HEMCSS,Chondrosarcoma,Bone,Chondrosarcoma
ACH-001520,3.768713657030485,HG3,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001521,4.576522137920503,HKA1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001522,5.458119481174506,HMY1,Melanoma,Skin,Melanoma
ACH-001523,4.762880292916999,HSC1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001524,5.819157223674968,HSC5,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001525,3.1953475983222197,HT3,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001526,4.450881315273369,HUO9,Osteosarcoma,Bone,Osteosarcoma
ACH-001528,4.903520373723376,IHH4,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001529,0.0426443374084937,JAR,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001530,0.0,JEG3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001532,0.0565835283663675,JMURTK2,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001533,0.8155754288625725,KARPAS1718,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001536,2.673556423990145,KKU100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001537,1.0496307677246008,KKU055,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001538,4.3125199674749455,KKU213,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001539,0.0,KML1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001540,2.1342209397606338,KMLS1,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001541,1.613531652917927,KMS28PE,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001542,2.790772037862,KON,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001543,3.578938713093386,KOSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001547,5.323730337521348,LO68,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001548,1.2570106182060237,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001549,4.7692427951405385,LU135,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001550,4.1026581313637385,MCC13,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001551,3.5897634869849773,MCC142,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001552,5.132576842670009,MCC26,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001554,5.7034883496568245,MEL202,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001555,6.134015530058444,MERO14,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001556,3.4019034716079584,MERO25,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001557,5.227664072554389,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001558,5.806324057390029,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001559,5.496334513417112,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001560,3.403267722339301,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001561,5.715893370547605,MERO84,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001562,4.539779191698494,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001563,6.265286857565172,MM127,Melanoma,Skin,Melanoma
ACH-001566,2.771885578515366,MM370,Melanoma,Skin,Melanoma
ACH-001567,4.007195501404204,MM383,Melanoma,Skin,Melanoma
ACH-001568,3.647314509547136,MM386,Melanoma,Skin,Melanoma
ACH-001569,3.997292407636508,MM415,Melanoma,Skin,Melanoma
ACH-001570,4.360364276543471,MM426,Melanoma,Skin,Melanoma
ACH-001571,6.250393173089506,MO,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001573,6.118318192218377,MOLM1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
